gvkey,year,name,ebit,mkvalt,sic,capx,ni,ibc,dp,at,dltt,dlc,seq,xrd,icapt,sale,sic2
32038,2019,WISDOMTREE US MLTIFTR FD ETF,,,6722,,,,,,,,,,,,67
32046,2019,AKCEA THERAPEUTICS INC,-1.649,1710.8214,2836,1.596,40.772,40.772,6.652,599.25,14.248,1.4,543.004,292.852,557.252,488.543,28
32050,2019,ALLIANZGI CON INCM 2024 TARG,,,6722,,,,,,,,,,,,67
32066,2019,US GLOBAL GD & PRC MT MI ETF,,,6722,,,,,,,,,,,,67
32070,2019,ETF SERIES SOLUTIONS - CLEAR,,,6722,,,,,,,,,,,,67
32074,2019,EXELA TECHNOLOGIES INC,28.334,61.5024,7374,14.36,-509.116,-509.116,100.903,1258.324,1491.939,75.623,-743.041,1.7,748.898,1562.337,73
32078,2019,PRECIPIO INC,-9.404,16.1909,2835,0.055,-13.243,-13.243,1.118,19.511,0.634,0.724,13.205,2.79,13.839,3.127,28
32098,2019,CONCRETE PUMPING HOLDINGS,28.779,200.3903,1700,36.239,-32.487,-32.487,55.358,871.365,361.415,44.534,348.815,,710.23,282.961,17
32102,2019,REDFIN CORP,-79.246,1966.0623,6531,15.533,-80.805,-80.805,9.23,596.213,179.585,37.154,331.446,69.765,511.031,779.796,65
32106,2019,BAKER HUGHES CO,1600,16661.166,1389,1240,128,271,1418,53369,6942,522,21929,687,41441,23838,13
32150,2019,CI FIRST ASSET US TRNDLDR ET,,,6722,,,,,,,,,,,,67
32154,2019,JBG SMITH PPTYS,49.586,5351.1637,6798,0,65.571,74.144,,5986.251,1651.548,0,3386.476,0,5650.983,651.76,67
32184,2019,ISHARES RUSSELL 2500 ETF,,,6722,,,,,,,,,,,,67
32188,2019,PRINCIPAL SPCTM PF SC AC ETF,,,6722,,,,,,,,,,,,67
32193,2019,CALYXT INC,-39.673,230.9865,2836,2.969,-39.612,-39.612,1.607,88.098,18.244,0.356,62.508,12.213,80.752,7.296,28
32197,2019,ISHARES HIGH YIELD BOND FACT,,,6722,,,,,,,,,,,,67
32198,2019,ISHARES INVESTMENT GRADE BON,,,6722,,,,,,,,,,,,67
32199,2019,INVESCO S&P 500 MIN VAR ETF,,,6722,,,,,,,,,,,,67
32200,2019,INVESCO GLOBAL REVENUE ETF,,,6722,,,,,,,,,,,,67
32201,2019,INVESCO EMRG MKT RV ETF,,,6722,,,,,,,,,,,,67
32202,2019,INVESCO RUSSELL 1000 EQ ETF,,,6722,,,,,,,,,,,,67
32203,2019,INVESCO INTERNTNL RV ETF,,,6722,,,,,,,,,,,,67
32204,2019,PROSHARES EQTS FR RS RTS ETF,,,6722,,,,,,,,,,,,67
32205,2019,ISHARES TRUST ISHARES ESG AW,,,6722,,,,,,,,,,,,67
32210,2019,LEGG MASON SML-CAP QU VL ETF,,,6722,,,,,,,,,,,,67
32211,2019,ISHARES ESG AWARE 1-5 YR USD,,,6722,,,,,,,,,,,,67
32213,2019,AEX GOLD INC,-5.094,24.4764,1040,0.196,-5.102,-5.102,0.179,2.72,0,0,2.075,,2.075,0,10
32215,2019,DATAMETREX AI LTD,-3.216,4.674,7374,0.05,-2.783,-2.783,0.822,7.908,0.02,0.43,2.906,0.832,2.926,3.611,73
32219,2019,PETIQ INC,25.009,590.0277,2834,10.276,-11.453,-14.302,15.133,672.728,271.287,8.44,283.114,1.3,599.597,709.431,28
32233,2019,DARE BIOSCIENCE INC,-14.143,16.1401,2834,0,-14.264,-14.264,0.011,7.443,0.39,0.411,0.441,8.546,0.831,0,28
32234,2019,ISHARES MSCI EMG MK X CN ETF,,,6722,,,,,,,,,,,,67
32236,2019,BROMPTON EUR DIV GRTH ETF,,,6726,,,,,,,,,,,,67
32238,2019,EAGLE FINANCIAL BANCORP,2.327,24.4883,6036,0.053,0.658,0.658,0.199,142.788,0,0,27.903,,27.903,8.178,60
32238,2019,EAGLE FINANCIAL BANCORP,,24.4883,6036,,,,0.199,142.788,0,0,27.903,,27.903,,60
32239,2019,MIDDLEFIELD HC & LF SC ETF,,,6726,,,,,,,,,,,,67
32244,2019,NEXTDECADE CORP,-35.001,719.5589,4923,20.303,-35.871,-35.871,0.251,221.195,0.003,0.698,187.615,,187.618,0,49
32245,2019,ALPINE IMMUNE SCIENCES INC,-43.574,71.3779,2836,0.821,-41.852,-41.852,0.468,54.093,15.938,0.418,29.474,35.847,45.412,1.74,28
32250,2019,EATON VANCE FLTNG RATE 2022,,,6726,,,,,,,,,,,,67
32253,2019,PDL COMMUNITY BANCORP,11.841,256.5297,6035,3.816,-5.125,-5.125,2.222,1053.756,96.375,8.029,158.402,,254.777,53.174,60
32253,2019,PDL COMMUNITY BANCORP,,256.5297,6035,,,,2.222,1053.756,96.375,8.029,158.402,,254.777,,60
32254,2019,GENPREX INC,-10.683,6.1645,2836,0.033,-10.655,-10.655,0.013,3.534,0,0,3.023,1.967,3.023,0,28
32263,2019,DELTASHARE S&P 500 MG RK ETF,,,6722,,,,,,,,,,,,67
32264,2019,DELTASH S&P 600 MGD RISK ETF,,,6722,,,,,,,,,,,,67
32265,2019,DELTASH S&P INT MGD RISK ETF,,,6722,,,,,,,,,,,,67
32266,2019,DELTASHARE S&P 400 MD RK ETF,,,6722,,,,,,,,,,,,67
32267,2019,MOLECULAR TEMPLATES,-48.326,637.5622,2836,9.649,-69.421,-69.421,2.172,174.202,14.623,2.461,103.028,72.642,117.651,22.27,28
32271,2019,ACHIEVE LIFE SCIENCES INC,-16.528,15.6241,2834,0.053,-16.395,-16.395,0.254,21.078,0.159,0.203,18.05,9.674,18.209,0,28
32273,2019,TREMONT MORTGAGE TRUST,11.888,40.8704,6798,0,4.841,4.841,,251.929,164.694,0,86.221,,250.915,15.475,67
32283,2019,HUDSON CAPITAL INC,-0.628,24.7013,6159,0,-61.996,-61.996,0.062,5.569,0,0,2.52,0,2.52,1.366,61
32285,2019,PQ GROUP HOLDINGS INC,186.09,2344.4687,2810,127.642,79.539,80.31,182.401,4320.845,1939.667,23.134,1779.45,14.03,3724.985,1567.072,28
32298,2019,AERPIO PHARMACEUTICALS INC,-22.58,25.3066,2834,0.236,-23.271,-23.271,0.077,39.937,0.067,0.103,36.535,12.824,36.602,0,28
32303,2019,QUINTANA ENERGY SVC INC,-31.041,93.6685,1389,35.247,-75.436,-75.436,49.519,240.529,36.931,7.224,132.261,,169.192,484.283,13
32304,2019,ISHARES RU 1000 PR US RV ETF,,,6722,,,,,,,,,,,,67
32305,2019,EMARINE GLOBAL INC,-0.105,6.0213,3812,0.01,-0.26,-0.26,0.101,2.656,0.469,2.112,-3.911,0.142,-3.442,5.066,38
32315,2019,TDH HOLDINGS INC,-6.144,61.7416,2040,0.122,-8.625,-8.625,0.571,15.087,0.287,9.64,0.337,0,0.624,12.648,20
32316,2019,JAGUAR HEALTH INC,-24.182,43.7138,2834,0,-38.539,-38.539,1.737,36.41,0.45,7.115,20.568,5.82,21.018,5.775,28
32322,2019,CHICKEN SOUP FOR SOUL ENTNT,-26.131,33.488,7812,0,-31.672,-31.806,13.293,167.665,16.81,3.2,54.283,,107.831,55.364,78
32323,2019,CORDOBA MINERALS CORP,-10.557,40.2049,1040,0.053,-10.428,-10.629,0.357,20.89,0.132,3.612,-1.114,,-1.183,0,10
32332,2019,DESPEGAR COM CORP,5.48,871.3472,7370,5.942,-20.91,-20.91,22.796,801.213,34.469,6.498,194.236,73.375,228.705,524.876,73
32334,2019,ZAI LAB LIMITED -ADS,-203.196,,2836,6.035,-195.071,-195.071,3.677,355.153,10.977,10.801,294.66,142.221,305.637,12.985,28
32342,2019,ALTITUDE INTERNATIONAL INC,-0.72,1.4466,3990,0,-0.744,-0.744,0.004,0.031,0,0.29,-0.4,,-0.4,0.226,39
32343,2019,SPINNAKER ETF SERIES -FD UVA,,,6722,,,,,,,,,,,,67
32347,2019,MUSTANG BIO INC,-45.885,164.2159,2836,2.345,-46.389,-46.389,1.258,73.445,14.022,1.507,51.652,36.315,65.674,0,28
32348,2019,KRYSTAL BIOTECH INC,-22.081,961.0645,2836,6.399,-19.088,-19.088,0.748,209.023,2.782,0.48,202.914,15.616,205.696,0,28
32352,2019,HAMILTON BEACH BND HDNG,29.994,258.1556,3630,4.122,-13.507,15.093,4.002,288.663,35,23.497,36.266,12.1,71.266,611.786,36
32356,2019,CELCUITY INC,-7.805,109.1026,2835,0.38,-7.359,-7.359,0.339,20.281,0.072,0.184,19.298,6.269,19.37,0,28
32357,2019,FIRST TR ISTL PF SC & IN ETF,,,6722,,,,,,,,,,,,67
32362,2019,CI FRST AS MSCI IN LW RK WG,,,6722,,,,,,,,,,,,67
32365,2019,SYNLOGIC INC,-54.409,83.2489,2834,1.251,-51.373,-51.373,2.702,188.574,22.806,2.208,156.905,41.905,179.711,2.224,28
32366,2019,SECOO HOLDING LTD -ADS,31.089,,5961,5.086,22.268,23.219,3.65,717.678,190.87,28.452,233.299,14.574,429.529,983.136,59
32371,2019,RYB EDUCATION INC,0.166,,8200,12.492,-2.434,-2.19,11.52,336.094,71.012,16.486,98.52,,187.729,182.283,82
32372,2019,CONSOL ENERGY INC,187.813,376.2878,1220,169.739,76.001,93.558,207.097,2693.802,718.251,69.751,435.199,,1290.646,1424.259,12
32373,2019,GRANITESHARES GOLD TRUST ETF,,,6722,,,,,,,,,,,,67
32381,2019,NUCANA PLC -ADS,-33.983,,2836,0.061,-28.358,-28.358,0.951,93.063,0.713,0.355,84.129,26.127,84.842,0,28
32382,2019,ROKU INC,-61.159,16054.2083,3651,77.18,-59.937,-59.937,15.669,1470.234,396.436,22.762,698.426,265.011,1094.862,1128.921,36
32383,2019,DECIPHERA PHRMCTAL INC,-200.726,3212.7043,2836,4.935,-192.256,-192.256,0.83,622.409,15.904,1.747,546.467,157.61,562.371,25,28
32384,2019,MAIN SECTOR ROTATION ETF,,,6722,,,,,,,,,,,,67
32385,2019,FRANKLIN LIBERTY MNPL BD ETF,,,6722,,,,,,,,,,,,67
32386,2019,FRANKLIN LIBRTY IT MN OP ETF,,,6722,,,,,,,,,,,,67
32387,2019,HAMILTON U.S. MD CP FNCL ETF,,,6722,,,,,,,,,,,,67
32390,2019,PIMCO RAFI DYN MULT-FCTR INT,,,6722,,,,,,,,,,,,67
32391,2019,PIMCO RAFI DYN MULT-FC EME,,,6722,,,,,,,,,,,,67
32392,2019,PIMCO RAFI DYN MT-FA US EQ,,,6722,,,,,,,,,,,,67
32393,2019,POINT BRIDGE GOP STCK TK ETF,,,6722,,,,,,,,,,,,67
32394,2019,GOLDMN SC AC HI YD CR BD ETF,,,6722,,,,,,,,,,,,67
32395,2019,ADIAL PHARMACEUTICALS,-7.567,24.9869,2834,0,-8.591,-8.591,0.001,7.68,0,0,7.141,3.966,7.141,0,28
32396,2019,HANCOCK JAFFE LAB,-7.086,9.8626,3841,0.364,-7.625,-7.625,0.123,3.434,0.568,0.289,0.99,2.206,1.558,0.031,38
32406,2019,KRANESHS MSCI ONE BT RD ETF,,,6722,,,,,,,,,,,,67
32413,2019,BP MIDSTREAM PARTNERS,86.447,1635.366,4610,1.081,167.884,187.067,2.63,722.096,468.417,0.06,103.264,,708.647,128.468,46
32415,2019,GLOBAL X US PREFERRED ETF,,,6722,,,,,,,,,,,,67
32417,2019,CI FIRST ASET EN SH DR ETF,,,6722,,,,,,,,,,,,67
32418,2019,INVESCO S&P/TSX REIT IN IDX,,,6722,,,,,,,,,,,,67
32429,2019,ISHRS IBD DC 2027 TM CP ETF,,,6722,,,,,,,,,,,,67
32430,2019,GOLDMAN SACHS EQUAL WGHT ETF,,,6722,,,,,,,,,,,,67
32441,2019,NATIONWIDE MX US CR ETY ETF,,,6722,,,,,,,,,,,,67
32442,2019,NATWIDE RSK BSD INTL ETY ETF,,,6722,,,,,,,,,,,,67
32443,2019,NATINWDE RSK BSD US ETY ETF,,,6722,,,,,,,,,,,,67
32449,2019,EVOLVE NA GNDE IDX FD,,,6722,,,,,,,,,,,,67
32451,2019,OPTINOSE INC,-95.601,423.2533,2834,0.557,-110.053,-110.053,1.106,172.65,74.928,1.135,61.583,20.783,136.511,34.631,28
32453,2019,QUDIAN INC,602.586,,6141,10.971,468.805,468.805,6.636,2637.024,339.114,153.883,1712.487,29.41,2051.601,1276.5,61
32454,2019,EVOLVE CYBR SECURITY IDX FD,,,6722,,,,,,,,,,,,67
32455,2019,CI WISDOMTREE EMRGNG MKT ETF,,,6722,,,,,,,,,,,,67
32456,2019,ARCIMOTO INC,-14.455,39.342,3711,0.255,-15.342,-15.342,0.71,16.446,1.18,5.455,7.61,6.032,8.79,0.987,37
32457,2019,CI WSDMTREE U S M CIDX ETF,,,6722,,,,,,,,,,,,67
32458,2019,CI WISDOMTREE CDA QLT IX ETF,,,6722,,,,,,,,,,,,67
32459,2019,ACER THERAPEUTICS INC,-28.397,40.481,2834,0.179,-29.418,-29.418,0.058,21.466,0.326,0.263,18.371,13.851,18.697,0,28
32461,2019,INVESCO PURBETA FTSE DEV ETF,,,6722,,,,,,,,,,,,67
32462,2019,INVESCO PUREBETA FTSE EM ETF,,,6722,,,,,,,,,,,,67
32463,2019,INVESCO PUREBETA 0-5 YR ETF,,,6722,,,,,,,,,,,,67
32464,2019,INVESCO PUREBETA MSCI US ETF,,,6722,,,,,,,,,,,,67
32465,2019,INVESCO PUREBTA MSCI USA ETF,,,6722,,,,,,,,,,,,67
32469,2019,SWITCH INC,76.927,1330.3618,7370,307.712,8.917,31.542,119.945,1773.743,829.128,10.817,207.451,,1456.773,462.31,73
32478,2019,XAI OCTAGON FLOATNG RATE ALT,,,6726,,,,,,,,,,,,67
32479,2019,DYNAMIC ACTIVE TACTICAL BOND,,,6722,,,,,,,,,,,,67
32480,2019,DYNAMIC ACTV U.S. MD-CP ETF,,,6722,,,,,,,,,,,,67
32481,2019,DYNAMIC ACTIVE GLBL FIN ETF,,,6722,,,,,,,,,,,,67
32482,2019,HORIZONS INTL DEV MKT EQ ETF,,,6722,,,,,,,,,,,,67
32486,2019,INVESCO BULTSHRS 2027 CP ETF,,,6722,,,,,,,,,,,,67
32491,2019,PIMCO INVSTMNT GRADE CR FD,,,6726,,,,,,,,,,,,67
32494,2019,HARTFORD TOTAL RETURN BOND E,,,6722,,,,,,,,,,,,67
32495,2019,ANFIELD CAPITAL DRFD ATV ETF,,,6722,,,,,,,,,,,,67
32496,2019,INVESCO PUREBETA US AGGT ETF,,,6722,,,,,,,,,,,,67
32497,2019,INVS BTSHS 2025 HGH YD CO BD,,,6722,,,,,,,,,,,,67
32500,2019,EVOLVE AUTOMBILE INNV IDX FD,,,6722,,,,,,,,,,,,67
32501,2019,PIMCO MONTHLY INCOME FD,,,6726,,,,,,,,,,,,67
32502,2019,ANGI HOMESERVICES INC,65.845,4245.596,7370,68.804,34.829,35.314,95.397,1921.611,351.321,26.984,1314.288,64.2,1701.536,1326.205,73
32503,2019,EVOLVE ACTIVE CAN PRF SH FD,,,6722,,,,,,,,,,,,67
32505,2019,NUSHARES ESG US AGG BOND ETF,,,6722,,,,,,,,,,,,67
32519,2019,METROPOLITAN BANK HLDNG,64.631,400.936,6020,6.836,30.134,30.134,1.613,3357.572,88.193,144,299.124,,387.317,140.409,60
32519,2019,METROPOLITAN BANK HLDNG,,400.936,6020,,,,1.613,3357.572,88.193,144,299.124,,387.317,,60
32520,2019,VANECK VECTORS NDR CMG LONG/,,,6722,,,,,,,,,,,,67
32525,2019,SPERO THERAPEUTICS INC,-63.216,184.5215,2836,0.314,-60.925,-60.925,0.75,106.103,4.617,0.928,74.574,65.775,79.191,18.147,28
32526,2019,MONGODB INC,-147.225,9405.6475,7370,3.564,-175.522,-175.522,16.759,1328.567,978.445,8.383,82.858,149.033,1061.303,421.72,73
32527,2019,CHANGE FINANCE US LARGE CAP,,,6722,,,,,,,,,,,,67
32528,2019,FUNKO INC,67.867,599.1929,3942,42.264,11.725,27.82,42.126,796.467,264.438,50.821,225.411,5.2,569.582,795.122,39
32529,2019,ALLENA PHARMACEUTICALS,-46.92,67.5266,2836,0.122,-47.339,-47.339,0.163,34.108,6.002,4.49,17.198,37.244,23.2,0,28
32530,2019,ALTAIR ENGINEERING INC,10.245,2599.9558,7372,9.66,-7.542,-7.542,21.522,743.145,198.412,9.571,357.059,117.51,555.471,463.025,73
32533,2019,BMO MSCI CDA VALUE INDEX ETF,,,6722,,,,,,,,,,,,67
32534,2019,BMO HGH YLD US CP BD IDX ETF,,,6722,,,,,,,,,,,,67
32535,2019,BMO MSCI USA VALUE INDEX ETF,,,6722,,,,,,,,,,,,67
32536,2019,BMO MSCI EAFE VAL INDEX ETF,,,6722,,,,,,,,,,,,67
32541,2019,CARGURUS INC,35.101,3944.9093,7370,14.226,42.146,42.146,7.817,393.623,60.818,8.781,256.855,69.462,317.673,588.916,73
32542,2019,SCHWAB STGC  - 100 INDEX ETF,,,6722,,,,,,,,,,,,67
32543,2019,PRINCIPAL US MEGACAP MLT ETF,,,6722,,,,,,,,,,,,67
32545,2019,RISE EDN CYN LTD -ADS,31.996,,8200,7.303,21.27,20.761,10.056,402.406,119.843,41.925,87.448,,209.503,219.653,82
32546,2019,SEA LTD - ADR,-891.232,,7370,239.844,-1462.799,-1457.722,121.632,5224.169,1505.999,89.012,1162.424,156.634,2678.651,2191.268,73
32547,2019,NEXA RESOURCES SA,-107.646,1078.0453,1000,396.672,-146.626,-159.007,317.892,5489.565,1493.318,49.623,2147.452,,4013.379,2332.306,10
32548,2019,COLUMBIA DVSFD FXD INC  ETF,,,6722,,,,,,,,,,,,67
32549,2019,VIRTUS WMC INTL DIV ETF,,,6722,,,,,,,,,,,,67
32550,2019,EMRGNG MKTS CSMR FCS IDX ETF,,,6722,,,,,,,,,,,,67
32551,2019,KRANE MSCI CHINA ENV IND ETF,,,6722,,,,,,,,,,,,67
32555,2019,EVOLVE US BANKS ENHD YLD FD,,,6722,,,,,,,,,,,,67
32557,2019,FORESCOUT TECH INC,-96.563,1576.4992,7371,7.76,-118.535,-118.535,11.912,416.227,32.125,14.088,97.545,82.795,129.67,336.801,73
32558,2019,RANPAK HOLDINGS CORP,22.1,577.0608,2670,29.7,-36.2,-36.2,34.9,1104.4,418.8,1.6,531.8,,950.6,269.5,26
32560,2019,OZOP SURGICAL CORP,-2.088,0.2204,3841,0,-6.14,-6.14,0.155,5.849,0.001,3.251,-5.167,0.075,-5.166,0.317,38
32561,2019,LEGACY ACQUISITION,-3.775,377.9874,9995,0,1.387,1.387,0,303.123,0,1.958,288.44,,288.44,0,99
32563,2019,BIG ROCK PRTN ACQ CORP,-0.713,54.5794,9995,0,0.408,0.408,0,32.075,1.953,0,29.5,,31.453,0,99
32564,2019,ERO COPPER CORP,74.947,,1000,106.274,91.883,92.455,49.679,462.674,140.873,22.143,198.223,,339.931,284.843,10
32567,2019,EVENTSHARES US LEGL OPPO ETF,,,6722,,,,,,,,,,,,67
32571,2019,BANDWIDTH INC,-17.693,1505.9436,7370,25.759,2.494,2.494,9.538,341.416,19.868,4.876,270.09,31.461,289.958,232.594,73
32574,2019,NATIONAL VISION HLDGS INC,79.341,2583.9575,5990,101.325,32.798,32.798,87.244,2032.725,887.702,65.696,776.437,0,1664.139,1724.331,59
32575,2019,IQ MACKAY MUNICIPAL INSURED,,,6722,,,,,,,,,,,,67
32576,2019,AI POWERED EQUITY ETF,,,6722,,,,,,,,,,,,67
32577,2019,IQ MACKAY MUNICIPAL INTERMED,,,6722,,,,,,,,,,,,67
32580,2019,VICI PROPERTIES INC,862.513,11778.6778,6798,2.724,545.964,554.281,3.831,13265.619,4817.989,0,7965.183,0,12866.978,914.812,67
32582,2019,PRINCIPAL SUSTAINABLE MTM IX,,,6722,,,,,,,,,,,,67
32583,2019,PRINCIPAL CONTRARIAN VAL IDX,,,6722,,,,,,,,,,,,67
32584,2019,RBC 6-10 YEAR LADRD CN CO BD,,,6722,,,,,,,,,,,,67
32585,2019,RBC BLUEBAY GLBL DIV CAD HDG,,,6722,,,,,,,,,,,,67
32586,2019,RBC CANADIAN BK YLD IDX ETF,,,6722,,,,,,,,,,,,67
32587,2019,RBC PH&N SHT TRM CDN BD ETF,,,6722,,,,,,,,,,,,67
32588,2019,RBC SHORT TERM US CRP BD ETF,,,6722,,,,,,,,,,,,67
32589,2019,TITAN MINING CORP,-6.853,,1000,8.11,-10.886,-10.886,0.433,78.5,10.168,22.569,25.19,,35.358,1.074,10
32592,2019,FAT BRANDS INC,6.703,53.963,5812,0.045,-1.018,-1.018,0.785,82.55,21.182,24.743,5.378,0,26.56,22.505,58
32600,2019,CBTX INC,79.106,777.3776,6020,2.488,50.517,50.517,4.097,3478.544,65.704,0.485,535.721,,601.425,168.723,60
32600,2019,CBTX INC,,777.3776,6020,,,,4.097,3478.544,65.704,0.485,535.721,,601.425,,60
32601,2019,SCPHARMACEUTICALS INC,-32.905,109.9115,2836,0,-32.996,-32.996,0.037,77.283,19.858,0.407,51.365,24.632,71.223,0,28
32608,2019,ONESPAWORLD HOLDINGS LTD,19.626,1029.244,7200,3.426,-41.028,-37.016,21.595,923.669,221.407,0,638.244,,867.775,562.233,72
32610,2019,EVOQUA WATER TECH,92.106,1946.1349,3580,88.869,-9.523,-8.471,98.236,1737.848,969.885,31.277,362.759,15.3,1335.707,1444.441,35
32616,2019,EVOLVE GBL HTHCR ENH YLD FD,,,6722,,,,,,,,,,,,67
32619,2019,MERCHANTS BANCORP,121.893,565.7953,6020,13.983,77.329,77.329,0.852,6371.928,23.65,157.789,653.728,,677.378,259.084,60
32619,2019,MERCHANTS BANCORP,,565.7953,6020,,,,0.852,6371.928,23.65,157.789,653.728,,677.378,,60
32625,2019,FINVOLUTION GROUP -ADR,413.909,,7370,6.988,340.78,341.019,8.288,2628.817,12.228,33.75,1141.455,56.094,1162.806,890.187,73
32626,2019,ISHARES BR USD H Y CR BD ETF,,,6722,,,,,,,,,,,,67
32627,2019,VICTORYSHRS EM MKT H DIV ETF,,,6722,,,,,,,,,,,,67
32628,2019,USAA EMRG MKTS VAL BL ETF,,,6722,,,,,,,,,,,,67
32629,2019,USAA CORE SHRT TERM BOND ETF,,,6722,,,,,,,,,,,,67
32630,2019,USAA MSCI US VAL MMT BLN ETF,,,6722,,,,,,,,,,,,67
32631,2019,USAA INT VAL MMNTM BLND ETF,,,6722,,,,,,,,,,,,67
32632,2019,USAA SML CP VAL MMTM BLN ETF,,,6722,,,,,,,,,,,,67
32633,2019,USAA CORE INTRMD TERM BD ETF,,,6722,,,,,,,,,,,,67
32638,2019,ACM RESEARCH INC,17.791,332.9303,3559,0.971,18.894,19.458,0.788,217.703,2.532,15.108,97.321,12.9,160.015,107.524,35
32639,2019,SOGOU INC,64.435,,7370,30.149,89.105,89.105,65.368,1522.402,5.686,4.877,1063.503,190.402,1069.189,1172.252,73
32640,2019,INFLARX NV,-64.057,103.3758,2836,0.668,-59.762,-59.762,0.744,136.432,0.371,0.578,120.239,50.029,120.61,0,28
32641,2019,SAILPOINT TECHNO HLDG,-6.006,2116.3536,7372,6.173,-8.5,-8.5,14.992,990.078,347.086,3.951,434.127,56.12,781.213,288.515,73
32648,2019,SAGE ESG INTRMDTE CREDIT ETF,,,6722,,,,,,,,,,,,67
32649,2019,INSPIRE 100 ETF,,,6722,,,,,,,,,,,,67
32653,2019,ISHRS US DIV AND BUYBACK ETF,,,6722,,,,,,,,,,,,67
32654,2019,JIANPU TECH -ADR,-29.5,,7370,,-52.298,,5.239,242.918,,8.617,165.015,39.113,169.084,234.139,73
32655,2019,HORIZONS ACTIV AI GBL EQ ETF,,,6722,,,,,,,,,,,,67
32656,2019,FORMULAFOLIOS SMRT GRWTH ETF,,,6722,,,,,,,,,,,,67
32658,2019,FORMULAFOLIOS TCL GWTH ETF,,,6722,,,,,,,,,,,,67
32660,2019,RVRS CP WGT US LG CP ETF,,,6722,,,,,,,,,,,,67
32665,2019,MERIDIAN CORP,27.885,129.317,6020,0.746,10.481,10.481,1.685,1150.019,44.085,123.676,120.695,,164.78,85.961,60
32665,2019,MERIDIAN CORP,,129.317,6020,,,,1.685,1150.019,44.085,123.676,120.695,,164.78,,60
32668,2019,FIRST TRUST MPL HIGH INC ETF,,,6722,,,,,,,,,,,,67
32669,2019,FIRST TRST SMID CAP RSNG ETF,,,6722,,,,,,,,,,,,67
32670,2019,STELCO HOLDINGS INC,50,967.8588,5051,210,20,20,51,1594,,267,450,,450,1841,50
32674,2019,CUE BIOPHARMA,-36.769,421.6718,2836,0.046,-36.699,-36.699,0.811,71.605,1.348,4.448,54.584,27.487,55.932,3.458,28
32676,2019,PIERIDAE ENERGY LTD,-58.15,115.0195,2911,169.247,-71.573,-71.583,52.535,602.474,205.781,2.701,104.477,,310.096,109.95,29
32677,2019,SPARK NETWORKS SE,-4.886,,7370,0.093,-17.028,-17.028,8.636,372.612,102.227,13.93,159.485,3.076,261.712,167.363,73
32680,2019,HIGHLAND INCOME FUND,,,6722,,,,,,,,,,,,67
32681,2019,FRANKLIN FTSE JAPAN HDGD ETF,,,6722,,,,,,,,,,,,67
32682,2019,DELTA 9 CANNABIS INC,-2.197,61.5741,2834,14.034,13.745,13.516,3.546,66.157,20.327,8.592,34.435,,54.757,31.766,28
32685,2019,MYCONIC CAPITAL CORP,-0.605,433.7955,6799,0,-6.579,-6.579,0,3.732,0,0,3.715,,3.715,0,67
32688,2019,STITCH FIX INC,23.495,2644.4338,5961,30.825,36.881,36.881,16.095,616.066,0,0,396,,396,1577.558,59
32689,2019,HRZNS INOVSTR CND EQ IDX ETF,,,6722,,,,,,,,,,,,67
32690,2019,ERSHARES ENTREPRENEUR 30 ETF,,,6722,,,,,,,,,,,,67
32692,2019,INVESCO RUSSELL 1000 D M ETF,,,6722,,,,,,,,,,,,67
32694,2019,VANGUARD TOTAL CORP BOND ETF,,,6722,,,,,,,,,,,,67
32699,2019,INVESCO RUSSELL 2000 D M ETF,,,6722,,,,,,,,,,,,67
32700,2019,INVESCO RUSSELL 1000 M F ETF,,,6722,,,,,,,,,,,,67
32701,2019,INVESCO RSL 1000 LOW V F ETF,,,6722,,,,,,,,,,,,67
32702,2019,INVESCO RUSL 1000 Q F ETF,,,6722,,,,,,,,,,,,67
32703,2019,INVESCO RSL 1000 LOW Y F ETF,,,6722,,,,,,,,,,,,67
32704,2019,INVESCO RSL 1000 S F ETF,,,6722,,,,,,,,,,,,67
32705,2019,INVESCO RSL 1000 V F ETF,,,6722,,,,,,,,,,,,67
32715,2019,ARCTURUS THERAPETCS HOLD INC,-27.913,164.5501,2836,0.818,-25.991,-25.991,0.684,82.143,19.845,0.827,25.792,33.64,45.637,20.789,28
32720,2019,DIREXON PHRM MED BULL 3X ETF,,,6722,,,,,,,,,,,,67
32724,2019,PRSHRS DCL OF THE RT STR ETF,,,6722,,,,,,,,,,,,67
32725,2019,PRSHRS LG ONL/SHRT STRS ETF,,,6722,,,,,,,,,,,,67
32741,2019,ICLICK INTRC ASIA -ADR,-11.094,,7370,0.474,-9.603,-10.849,5.108,321.516,0.706,86.973,102.101,5.574,115.262,199.408,73
32742,2019,MCKNZIE CND SH TR FX INC ETF,,,6722,,,,,,,,,,,,67
32743,2019,MACKENZIE IVY GLB EQTY ETF,,,6722,,,,,,,,,,,,67
32744,2019,MACKENZIE PTF COMPLETION ETF,,,6722,,,,,,,,,,,,67
32748,2019,NEWMARK GROUP INC,177.982,2388.9487,6531,34.526,117.305,161.712,114.714,3201.599,817.236,273.583,599.664,,1779.378,2218.132,65
32749,2019,ENTERA BIO LTD,-11.454,38.2311,2836,0.04,-10.795,-10.795,0.238,16.703,0.122,0.177,11.919,7.199,12.041,0.236,28
32750,2019,LEXINFINTECH HLDG -ADR,377.321,,6141,7.161,329.535,329.535,5.737,2762.644,362.558,829.955,947.801,59.744,1310.359,1522.836,61
